DOI
10.1109/WCRE.2009.58
10.1109/SCAM51674.2020.00007
10.1109/TSE.2014.2302311
10.1109/ESEM.2019.8870156
10.1109/DATE.2005.157
10.1109/FIE.2005.1612031
10.1147/JRD.2013.2284403
10.1109/CIST.2016.7805035
10.1145/1654059.1654104
10.1109/ICSE.2015.31
10.1109/AERO.2005.1559632
10.1109/CLUSTER.2017.43
10.1109/COMPSAC.2015.175
10.1109/ETFA.2013.6648062
10.1109/TSC.2022.3173791
10.1109/ICSE-C.2017.91
10.1109/ETFA.2014.7005254
10.1109/AVSS.2011.6027407
10.1109/ICSME.2016.70
10.1109/ASWEC.2015.15
10.23919/JCC.2021.08.001
10.1109/SP.2015.60
10.1109/IWIA.2005.6
10.1109/ISSREW.2013.6688867
10.1109/ACCESS.2021.3049819
10.23919/ACC.1989.4790648
10.1109/TSE.2021.3124795
10.1109/ICSM.2005.84
10.1109/RAMS.2013.6517735
10.1109/ITIS53497.2021.9791567
10.1109/ICMLA.2018.00162
10.1109/ICSGEA.2019.00131
10.1109/SERA.2007.109
10.1109/ISSRE.2017.36
10.1109/TSE.2006.93
10.1109/ICSESS47205.2019.9040837
10.1109/HASE.2008.63
10.1109/TC.1987.5009515
10.1093/comjnl/bxq049
10.1109/ICESS.2009.98
10.1109/SC41405.2020.00032
10.1109/ASE.2019.00129
10.1109/TASE.2011.43
10.1109/IC2IE53219.2021.9649225
10.1109/ICSTW.2015.7107462
10.1109/HPCSim.2013.6641486
10.1109/32.965343
10.1109/HICSS.2014.598
10.1109/APSEC.1997.640173
10.1109/TDSC.2021.3108031
10.1109/ICCQ51190.2021.9392986
10.1145/1654059.1654087
10.1109/ACCESS.2020.3002842
10.1109/APSEC53868.2021.00051
10.1109/CGO.2011.5764696
10.1109/QSIC.2014.34
10.1109/ACCESS.2017.2710421
10.1109/IECON.1996.570589
10.1109/ICPPW.2014.32
10.1109/RTTAS.1998.683198
10.1109/ICSM.1995.526544
10.1109/QSIC.2006.33
10.1109/SAHCN.2007.4292873
10.1109/IPDPS.2019.00086
10.1109/ICPP.1997.622556
10.1109/SP.2016.30
10.1109/MALWARE.2010.5665792
10.1109/ICST.2012.123
10.1109/APSEC53868.2021.00011
10.1016/j.ast.2020.106134
10.1016/j.engfracmech.2022.108269
10.1016/j.jlamp.2021.100664
10.1016/j.jss.2022.111273
10.1016/j.japr.2022.100272
10.1016/j.cose.2022.102775
10.1016/j.rbce.2018.06.002
10.1016/j.comcom.2021.10.039
10.1016/j.sysarc.2022.102452
10.1016/j.ins.2020.11.053
10.1016/j.jrmge.2021.11.005
10.1016/j.matpr.2022.05.282
10.1016/j.entcs.2020.06.008
10.1016/j.actaastro.2021.07.041
10.1016/j.jmaa.2013.07.076
10.1016/j.jss.2020.110671
10.1016/j.scico.2019.06.002
10.1016/j.checat.2021.12.006
10.1016/j.jss.2021.110945
10.1016/j.scico.2022.102810
10.1016/j.jss.2016.09.048
10.1016/j.jlamp.2021.100733
10.1016/j.comnet.2022.108800
10.1016/j.cie.2022.108239
10.1016/j.cose.2021.102470
10.1016/j.jss.2021.111092
10.1016/j.rcim.2018.11.010
10.1016/j.rser.2022.112162
10.1016/j.procs.2019.11.230
10.1016/j.jss.2019.03.061
10.1016/j.ptsp.2020.04.012
10.1016/j.jnca.2019.102509
10.1016/j.jss.2018.07.037
10.1016/j.scico.2022.102768
10.1016/j.jss.2011.11.1039
10.1016/j.suscom.2021.100530
10.1016/j.jphotobiol.2022.112478
10.1016/j.jss.2021.110988
10.1016/j.epsr.2022.107872
10.1016/j.future.2021.08.026
10.1016/j.cola.2018.12.004
10.1016/j.actaastro.2020.06.037
10.1016/j.epsr.2022.108200
10.1016/j.infsof.2012.05.003
10.1016/j.jbiomech.2020.109670
10.1016/j.scico.2015.11.011
10.1016/j.scico.2020.102392
10.1016/j.jisa.2021.103088
10.1016/j.jss.2018.10.001
10.1016/j.finel.2021.103683
10.1016/j.procs.2022.03.086
10.3182/20140824-6-ZA-1003.01902
10.1016/j.compgeo.2021.104423
10.1016/j.jss.2021.111042
10.1016/j.cnsns.2022.106583
10.1016/j.jpcs.2022.110819
10.1016/j.matpr.2022.04.762
10.1016/j.jbmt.2022.02.023
10.1016/j.engstruct.2020.111041
10.1016/j.energy.2022.123505
10.1016/j.infsof.2021.106564
10.1016/j.ijsolstr.2021.111265
10.1016/j.scico.2021.102725
10.1016/j.engfailanal.2021.105626
10.1016/j.jss.2022.111263
10.1016/j.measurement.2019.107139
10.1016/j.ipl.2022.106285
10.1016/j.rsma.2022.102231
10.1016/j.scico.2022.102778
10.1016/B978-0-323-88666-6.00013-7
10.1016/j.cie.2021.107373
10.1016/j.cose.2022.102745
10.1016/j.suscom.2021.100631
10.1016/j.apergo.2021.103415
10.1016/j.cola.2021.101032
10.1016/j.future.2021.07.021
10.1016/j.marstruc.2021.103080
10.1016/j.jare.2013.11.006
10.1016/j.engstruct.2021.112465
10.1016/j.infsof.2022.106989
10.1016/j.ifacol.2018.06.239
10.1016/j.jss.2022.111417
10.1016/j.cie.2021.107624
10.1016/j.ijcip.2022.100527
10.1016/j.infsof.2019.106176
10.1016/j.ejor.2022.05.027
10.1016/j.ijmecsci.2021.106827
10.1016/j.jval.2021.10.017
10.1016/j.scico.2014.10.008
10.1016/j.jocs.2021.101356
10.1016/j.matpr.2020.10.608
10.1016/j.jss.2021.110952
10.1016/j.cpc.2022.108421
10.1016/j.jss.2020.110590
10.1016/j.asej.2021.03.026
10.1016/j.jisa.2022.103171
10.1016/j.comcom.2022.06.033
10.1016/j.eswa.2017.11.035
10.1016/j.camwa.2011.08.001
10.1016/j.ijadhadh.2022.103199
10.1145/3453483.3454026
10.1145/3315568.3329964
10.1145/2629536
10.1145/3302516.3307345
10.1145/3236950.3236954
10.1145/2766446
10.1145/3192366.3192390
10.1145/3296979.3192390
10.1145/3527322
10.1145/3434334
10.1145/2491411.2501854
10.1145/2950290.2950332
10.1145/3488932.3497764
10.1145/3293606
10.1145/3487019.3487022
10.1145/2970276.2970298
10.1145/3276509
10.1145/3098572.3098578
10.1145/2254064.2254100
10.1145/2345156.2254100
10.1145/2804360.2804369
10.1145/2833157.2833158
10.1145/2792981
10.14778/2824032.2824075
10.1145/3485542
10.1145/3422337.3447848
10.1145/2567948.2580051
10.1145/2348839.2348855
10.1145/3428252
10.1145/3410886.3410901
10.1007/s00165-017-0419-1
10.1145/2663171.2663174
10.1145/2692956.2663174
10.1145/2951913.2951950
10.1145/3022670.2951950
10.1145/2543728.2543744
10.1145/2642937.2642961
10.1145/3085504.3085506
10.1145/3498724
10.1145/3269206.3271682
10.1145/2694344.2694363
10.1145/2775054.2694363
10.1145/2786763.2694363
10.1145/3196398.3196433
10.1145/2661829.2661864
10.1145/3132747.3132773
10.1145/3428267
10.1145/3341561.3349591
10.1145/3105726.3106180
10.1145/2951913.2976747
10.1145/3022670.2976747
10.1145/3448016.3457263
10.1109/ASE.2015.78
10.1145/2970276.2970332
10.1145/2670386.2670393
10.1145/2543728.2543735
10.1145/3132847.3133165
10.1145/2338965.2336793
10.1145/3313789
10.1145/3527332
10.1145/2597073.2597111
10.1145/3394486.3403081
10.1145/3276604.3276615
10.1109/CGO.2013.6494979
10.1145/2786805.2786842
10.1145/2382756.2382801
10.1145/2814576.2814802
10.14778/3401960.3401974
10.14778/2350229.2350245
10.1145/3428195
10.1109/ASE.2019.00120
10.1145/2816707.2816709
10.1145/2936313.2816709
10.1109/ICSE-C.2017.20
10.1109/ASE.2013.6693064
10.14778/3436905.3436923
10.1145/2976749.2978344
10.1145/2463676.2463693
10.1145/3019612.3019816
10.1145/3368756.3369069
10.1145/2345396.2345409
10.1145/3400302.3415631
10.1145/3230348.3230461
10.1145/3092703.3092705
10.1145/3297662.3365794
10.1145/3318464.3384708
10.1145/3184558.3185978
10.1145/3219819.3220092
10.1109/CCGrid.2015.162
10.1145/3498682
10.1145/3159450.3162337
10.1145/2875951.2875956
10.1145/3394486.3403074
10.1145/3410463.3414657
10.1145/2676723.2677279
10.1145/3314221.3314623
10.1145/2492517.2500270
10.1109/TPDS.2020.3036190
10.1109/SCAM51674.2020.00008
10.1109/Correctness.2018.00009
10.1109/ICSM.2012.6405261
10.1109/SCAM51674.2020.00035
10.1109/ACCESS.2021.3093366
10.1109/ISORC.2017.4
10.23919/FPL.2017.8056830
10.1109/CSMR.2013.52
10.1109/PDCAT.2017.00040
10.1016/j.vaccine.2019.07.030
10.1016/j.jss.2021.110905
10.1016/j.ijepes.2020.105995
10.1016/j.ijsolstr.2022.111831
10.1016/j.tcs.2021.09.027
10.1016/j.tafmec.2020.102648
10.1016/j.vaccine.2021.05.084
10.1016/j.ccep.2021.12.018
10.1016/j.scico.2017.12.006
10.1016/j.ijlp.2021.101772
10.1016/j.euromechsol.2022.104654
10.1016/j.geotexmem.2021.05.007
10.1016/j.prostr.2020.02.062
10.1016/B978-0-323-85174-9.00023-6
10.1016/j.ijar.2021.11.010
10.1016/j.tcs.2015.03.002
10.1016/j.compgeo.2021.104626
10.1016/j.artint.2022.103726
10.1016/j.jneuroling.2014.09.001
10.1016/j.rineng.2022.100386
10.1016/j.ast.2021.106830
10.1016/j.taml.2020.01.044
10.1016/j.mee.2011.12.019
10.1016/j.ijrmms.2022.105106
10.1016/j.cl.2012.02.001
10.1016/j.jval.2020.11.002
10.1016/j.vaccine.2021.01.031
10.1016/j.enbuild.2022.112270
10.1016/j.matpr.2022.03.263
10.1016/j.compgeo.2020.103904
10.1016/j.engappai.2019.103425
10.1016/j.engstruct.2016.03.011
10.1016/j.pmedr.2022.101872
10.1016/j.jval.2018.08.005
10.1016/j.mee.2012.05.014
10.1016/j.compstruc.2018.05.011
10.1016/j.tws.2021.107496
10.1016/j.jlamp.2015.11.002
10.1016/j.sysarc.2022.102470
10.1016/j.jval.2021.09.018
10.1016/j.infsof.2020.106504
10.1016/j.apor.2019.01.010
10.1016/j.jamda.2022.01.064
10.1016/j.ins.2021.07.031
10.1016/j.jmatprotec.2022.117610
10.1016/j.infsof.2021.106653
10.1016/j.vaccine.2022.02.016
10.1016/j.tafmec.2021.103221
10.1016/j.matpr.2020.12.1048
10.1016/j.jval.2021.02.005
10.1016/j.cola.2020.100944
10.1016/j.ijepes.2022.108074
10.1016/j.istruc.2022.04.019
10.1016/j.enbuild.2022.112251
10.1016/j.compstruct.2021.115018
10.1016/j.vaccine.2021.01.051
10.1016/j.vaccine.2020.05.031
10.1016/j.ijid.2020.05.062
10.1016/j.ijhydene.2020.02.063
10.1016/j.engstruct.2022.114034
10.1016/j.tre.2021.102360
10.1016/j.oceaneng.2020.107673
10.1016/j.tws.2022.109147
10.1016/j.compstruc.2012.03.004
10.1016/j.jweia.2022.104910
10.1016/j.vaccine.2020.11.028
10.1016/j.matpr.2019.03.123
10.1016/j.scico.2021.102657
10.1016/j.asoc.2021.107153
10.1016/j.comptc.2022.113766
10.1016/j.ins.2021.10.046
10.1016/j.oceaneng.2022.110944
10.1016/j.istruc.2021.07.021
10.1145/3324884.3416558
10.1145/2950290.2950291
10.1145/2889443.2889446
10.1145/3360552
10.1145/3158139
10.1109/ICSE43902.2021.00146
10.1007/978-3-642-31057-7_16
10.1145/3230833.3232825
10.1145/2451436.2451438
10.1109/ICSE.2019.00067
10.1145/3359789.3359813
10.1145/2578128.2578233
10.1145/2642937.2648624
10.1145/3520313.3534660
10.1145/3088515.3088518
10.1145/2790449.2790524
10.1145/3453483.3454099
10.1145/2676726.2676966
10.1145/2775051.2676966
10.1145/2393596.2393650
10.1145/3276502
10.1145/2676726.2676972
10.1145/2775051.2676972
10.1145/3360555
10.1145/3136040.3136055
10.1145/3170492.3136055
10.1145/2584469.2584472
10.1145/3341688
10.1109/LICS.2012.30
10.1145/3121408
10.1145/2254064.2254091
10.1145/2345156.2254091
10.1145/3297280.3297471
10.1145/3012408.3012414
10.1109/ASE51524.2021.9678903
10.1145/3091966.3091974
10.1145/2816707.2816715
10.1145/2936313.2816715
10.1145/2783449.2783518
10.1145/3368089.3409718
10.1145/2668930.2688035
10.1145/3372047.3372077
10.1145/2906363.2906366
10.1145/2724525.2724568
10.1145/3452296.3472925
10.1145/3385412.3386028
10.1109/BWCCA.2015.72
10.1109/SCAM51674.2020.00009
10.1109/SCAM51674.2020.00006
10.1109/ICECCS.2016.037
10.1109/ICSME.2016.66
10.1109/SANER.2015.7081838
10.1109/CGO.2017.7863736
10.1109/ICSME52107.2021.00057
10.1109/ICSM.2013.33
10.1109/SCAM.2015.7335398
10.1109/APSEC.2018.00026
10.1109/ICPC.2013.6613845
10.1109/DSN.2016.63
10.1109/EI250167.2020.9347183
10.1016/j.trc.2022.103694
10.1016/j.cirpj.2021.03.001
10.1016/j.trpro.2022.06.166
10.1016/j.jcsr.2020.106423
10.1016/j.ijepes.2021.107261
10.1016/j.jclepro.2022.131162
10.1016/j.jprocont.2020.03.014
10.1016/j.engstruct.2020.111698
10.1016/j.tra.2021.07.005
10.1016/j.entcs.2017.02.002
10.1016/j.jcsr.2020.106453
10.1016/j.mee.2022.111707
10.1016/j.autcon.2021.103854
10.1016/j.istruc.2020.10.047
10.1016/j.jss.2011.11.1025
10.1016/j.ssci.2022.105852
10.1016/j.jobe.2021.103666
10.1016/j.istruc.2021.06.060
10.1016/j.jobe.2021.103977
10.1016/j.chempr.2022.05.017
10.1016/j.procir.2022.05.097
10.1016/j.apenergy.2022.119142
10.1016/j.pnucene.2021.104074
10.1016/j.asr.2022.05.023
10.1016/j.ibneur.2021.12.007
10.1016/j.jcsr.2021.107038
10.1016/j.ijpe.2022.108412
10.1016/j.engstruct.2020.111168
10.1016/j.istruc.2020.12.090
10.1016/j.compeleceng.2022.107838
10.1016/j.cma.2021.114486
10.1016/j.nucengdes.2021.111472
10.1016/j.envsoft.2020.104943
10.1016/j.jcsr.2022.107208
10.1016/j.infsof.2019.05.010
10.1016/j.ijepes.2019.02.028
10.1016/j.istruc.2021.02.004
10.1016/j.scico.2016.02.009
10.1016/j.anucene.2016.11.020
10.1016/j.jobe.2022.104439
10.1016/j.neuroimage.2021.118607
10.1016/j.istruc.2021.05.044
10.1016/j.istruc.2019.01.017
10.1016/j.robot.2021.103943
10.1016/j.engstruct.2021.113472
10.1016/j.apenergy.2019.114342
10.1016/j.micpro.2019.02.003
10.1016/j.eml.2021.101584
10.1016/j.tre.2021.102240
10.1016/j.corsci.2021.109704
10.1016/j.jcsr.2020.106118
10.1016/j.tws.2022.108905
10.1016/j.mechatronics.2021.102550
10.1016/j.jcsr.2021.107128
10.1016/j.microc.2021.107090
10.1016/j.jcsr.2021.107060
10.1016/j.cose.2022.102680
10.1016/j.autcon.2022.104434
10.1016/j.epsr.2020.107020
10.1016/j.ast.2022.107442
10.1016/j.engstruct.2021.113822
10.1016/j.envsoft.2019.104526
10.1016/j.jlamp.2017.11.004
10.1016/j.actaastro.2021.09.007
10.3182/20130904-3-UK-4041.00011
10.1016/j.tre.2021.102331
10.1016/j.biomaterials.2022.121615
10.1016/j.anucene.2019.107009
10.1016/j.agsy.2021.103133
10.1016/j.matdes.2019.108131
10.1016/j.egyr.2021.05.049
10.1016/j.enconman.2021.115184
10.1016/j.cma.2022.114977
10.1016/j.engstruct.2020.111107
10.1016/j.trc.2022.103627
10.1016/j.ejor.2019.01.066
10.1016/j.infsof.2021.106818
10.1016/j.energy.2021.120838
10.1016/j.heliyon.2022.e09697
10.1016/j.ijimpeng.2022.104258
10.1016/j.scico.2020.102470
10.1016/j.jobe.2020.102120
10.1016/j.jclepro.2022.132208
10.1016/j.ast.2021.107249
10.1016/j.autcon.2021.103581
10.1016/j.istruc.2021.08.114
10.1016/j.microrel.2021.114426
10.1016/j.enbuild.2021.111546
10.1016/j.ijepes.2019.01.035
10.1016/j.jcsr.2021.106770
10.1016/j.tws.2021.107563
10.1016/j.neuron.2015.03.005
10.1145/3183440.3195000
10.1145/3172871.3172872
10.1145/2557833.2557847
10.1145/2989293.2989307
10.1145/3266237.3266271
10.1145/3052973.3053010
10.1145/2381716.2381784
10.1109/ICSE-Companion.2019.00075
10.1145/2593868.2593870
10.1145/2735399.2735410
10.1145/2752489.2752496
10.1145/2382756.2382782
10.1145/3132731
10.1145/3330204.3330237
10.1145/2638404.2638464
10.1145/3467896
10.1145/3408877.3432362
10.1145/2791405.2791463
10.1145/2237796.2237801
10.1145/3340495.3342753
10.1145/2815021.2815037
10.1145/2593868.2593876
10.1145/3185049
10.1145/3383219.3383244
10.1145/3168390.3168425
10.1145/2745802.2745820
10.1145/3304221.3319792
10.1145/2579281.2579296
10.1145/2413038.2413044
10.1145/3132498.3134268
10.1145/2492248.2492268
10.1145/3377024.3377031
10.1145/3330204.3330252
10.1145/2791405.2791466
10.1145/2931037.2931059
10.1145/2492248.2492270
10.1145/2915970.2916014
10.1145/2554850.2554997
10.1109/ICPC.2019.00034
10.1109/ASE.2015.17
10.1145/3293882.3338984
10.1145/2737182.2737185
10.1145/2507288.2507308
10.1145/2490257.2490264
10.1145/3416505.3423561
10.1145/3143434.3143445
10.1145/3078659.3078669
10.1145/3194164.3194184
10.1109/IWoR.2019.00014
10.1145/2465478.2465482
10.1145/3097983.3098024
10.1145/2388936.2388958
10.1145/3196398.3196409
10.1145/3463274.3463315
10.1145/2804360.2804365
10.1145/2967878.2967920
10.1109/ESEM.2017.44
10.1145/2851613.2852013
10.1145/3357141.3357147
10.1145/2983323.2983712
10.1145/2382756.2382785
10.1145/3379177.3388900
10.1145/3340495.3342751
10.1145/3195538.3195542
10.1145/2642803.2642817
10.1145/2723742.2723755
10.1109/TASLP.2021.3129346
10.1145/2975954.2975956
10.1109/ICPC.2019.00043
10.1145/2597917.2597936
10.1145/2675067
10.1145/3110025.3110034
10.1145/3194164.3194173
10.1145/2591062.2591185
10.1145/2786805.2804428
10.1145/2581122.2544140
